soc,name,group,employment,projected,growth,change,exits,transfers,annualChange,openings,education,wage,onet,geography,employment_base_year,projection_year,wage_year,retrieved,source_url
15-1299,"Computer Occupations, All Other",Computer & mathematics,5957.0,6185.0,3.83,228.0,142.0,197.0,23.0,362.0,Bachelor's degree,119020.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
15-2011,Actuaries,Computer & mathematics,1558.0,1771.0,13.67,213.0,29.0,43.0,21.0,93.0,Bachelor's degree,130710.0,15-2011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
15-2031,Operations Research Analysts,Computer & mathematics,4746.0,5535.0,16.62,789.0,160.0,136.0,79.0,375.0,Bachelor's degree,104450.0,15-2031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
15-2041,Statisticians,Computer & mathematics,2004.0,2149.0,7.24,145.0,42.0,67.0,14.0,123.0,Master's degree,114210.0,15-2041.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
15-2051,Data Scientists,Computer & mathematics,10151.0,12757.0,25.67,2606.0,231.0,372.0,261.0,864.0,Bachelor's degree,136460.0,15-2051.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-1011,"Architects, Except Landscape and Naval",Architecture & engineering,5307.0,5232.0,-1.41,-75.0,131.0,174.0,-8.0,297.0,Bachelor's degree,119100.0,17-1011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-1012,Landscape Architects,Architecture & engineering,494.0,482.0,-2.43,-12.0,16.0,20.0,-1.0,35.0,Bachelor's degree,90630.0,17-1012.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-1021,Cartographers and Photogrammetrists,Architecture & engineering,124.0,130.0,4.84,6.0,4.0,4.0,1.0,9.0,Bachelor's degree,101430.0,17-1021.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-1022,Surveyors,Architecture & engineering,1878.0,1843.0,-1.86,-35.0,63.0,57.0,-4.0,116.0,Bachelor's degree,92110.0,17-1022.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-2011,Aerospace Engineers,Architecture & engineering,979.0,1036.0,5.82,57.0,24.0,31.0,6.0,61.0,Bachelor's degree,145810.0,17-2011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-2031,Bioengineers and Biomedical Engineers,Architecture & engineering,3795.0,3824.0,0.76,29.0,76.0,130.0,3.0,209.0,Bachelor's degree,126700.0,17-2031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-2041,Chemical Engineers,Architecture & engineering,1138.0,1155.0,1.49,17.0,19.0,36.0,2.0,57.0,Bachelor's degree,118170.0,17-2041.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-2051,Civil Engineers,Architecture & engineering,9718.0,9914.0,2.02,196.0,202.0,363.0,20.0,585.0,Bachelor's degree,117330.0,17-2051.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-2061,Computer Hardware Engineers,Architecture & engineering,3326.0,3371.0,1.35,45.0,68.0,108.0,4.0,180.0,Bachelor's degree,177030.0,17-2061.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-2071,Electrical Engineers,Architecture & engineering,4771.0,4945.0,3.65,174.0,108.0,145.0,17.0,270.0,Bachelor's degree,130190.0,17-2071.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-2072,"Electronics Engineers, Except Computer",Architecture & engineering,5564.0,5558.0,-0.11,-6.0,124.0,166.0,-1.0,289.0,Bachelor's degree,151960.0,17-2072.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-2081,Environmental Engineers,Architecture & engineering,1396.0,1409.0,0.93,13.0,44.0,54.0,1.0,99.0,Bachelor's degree,119180.0,17-2081.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers ",Architecture & engineering,581.0,583.0,0.34,2.0,13.0,21.0,0.0,34.0,Bachelor's degree,143720.0,17-2111.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-2112,Industrial Engineers,Architecture & engineering,10507.0,11379.0,8.3,872.0,237.0,395.0,87.0,719.0,Bachelor's degree,117540.0,17-2112.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-2131,Materials Engineers,Architecture & engineering,1051.0,1086.0,3.33,35.0,27.0,33.0,4.0,64.0,Bachelor's degree,120350.0,17-2131.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-2141,Mechanical Engineers,Architecture & engineering,9419.0,9917.0,5.29,498.0,183.0,305.0,50.0,538.0,Bachelor's degree,121430.0,17-2141.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-2161,Nuclear Engineers,Architecture & engineering,123.0,122.0,-0.81,-1.0,3.0,4.0,0.0,7.0,Bachelor's degree,134020.0,17-2161.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-2199,"Engineers, All Other",Architecture & engineering,2667.0,2678.0,0.41,11.0,62.0,88.0,1.0,151.0,Bachelor's degree,134140.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-3011,Architectural and Civil Drafters,Architecture & engineering,2733.0,2690.0,-1.57,-43.0,103.0,125.0,-4.0,224.0,Associate's degree,77110.0,17-3011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-3012,Electrical and Electronics Drafters,Architecture & engineering,627.0,598.0,-4.63,-29.0,21.0,31.0,-3.0,49.0,Associate's degree,85060.0,17-3012.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-3013,Mechanical Drafters,Architecture & engineering,887.0,815.0,-8.12,-72.0,29.0,44.0,-7.0,66.0,Associate's degree,79060.0,17-3013.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-3019,"Drafters, All Other",Architecture & engineering,123.0,115.0,-6.5,-8.0,4.0,6.0,-1.0,9.0,Associate's degree,72180.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-3022,Civil Engineering Technologists and Technicians,Architecture & engineering,1053.0,998.0,-5.22,-55.0,33.0,52.0,-6.0,79.0,Associate's degree,74120.0,17-3022.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-3023,Electrical and Electronics Engineering Technologists and Tec,Architecture & engineering,3913.0,3780.0,-3.4,-133.0,148.0,193.0,-13.0,328.0,Associate's degree,79000.0,17-3023.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-3024,Electro-Mechanical and Mechatronics Technologists and Techni,Architecture & engineering,1085.0,1060.0,-2.3,-25.0,34.0,54.0,-2.0,86.0,Associate's degree,75050.0,17-3024.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-3025,Environmental Engineering Technologists and Technicians,Architecture & engineering,226.0,222.0,-1.77,-4.0,7.0,11.0,0.0,18.0,Associate's degree,67340.0,17-3025.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-3026,Industrial Engineering Technologists and Technicians,Architecture & engineering,1960.0,1979.0,0.97,19.0,63.0,99.0,2.0,164.0,Associate's degree,70470.0,17-3026.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-3027,Mechanical Engineering Technologists and Technicians,Architecture & engineering,727.0,704.0,-3.16,-23.0,23.0,36.0,-2.0,57.0,Associate's degree,71030.0,17-3027.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-3028,Calibration Technologists and Technicians,Architecture & engineering,316.0,310.0,-1.9,-6.0,10.0,16.0,-1.0,25.0,Associate's degree,74020.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-3029,"Engineering Technologists and Technicians, Except Drafters, ",Architecture & engineering,1048.0,1042.0,-0.57,-6.0,34.0,53.0,-1.0,86.0,Associate's degree,70620.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
17-3031,Surveying and Mapping Technicians,Architecture & engineering,703.0,693.0,-1.42,-10.0,25.0,59.0,-1.0,83.0,High school diploma or equivalent,65060.0,17-3031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-1021,Biochemists and Biophysicists,Science,13652.0,13558.0,-0.69,-94.0,268.0,743.0,-9.0,1002.0,Doctoral or professional degree,139290.0,19-1021.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-1022,Microbiologists,Science,2051.0,2073.0,1.07,22.0,41.0,113.0,2.0,156.0,Bachelor's degree,119700.0,19-1022.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-1023,Zoologists and Wildlife Biologists,Science,296.0,305.0,3.04,9.0,6.0,16.0,1.0,23.0,Bachelor's degree,90780.0,19-1023.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-1029,"Biological Scientists, All Other",Science,2266.0,2274.0,0.35,8.0,45.0,124.0,1.0,170.0,Bachelor's degree,122930.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-1031,Conservation Scientists,Science,750.0,823.0,9.73,73.0,20.0,44.0,7.0,71.0,Bachelor's degree,82710.0,19-1031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-1032,Foresters,Science,364.0,392.0,7.69,28.0,10.0,21.0,3.0,34.0,Bachelor's degree,86020.0,19-1032.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-1041,Epidemiologists,Science,511.0,605.0,18.4,94.0,8.0,19.0,9.0,36.0,Master's degree,132230.0,19-1041.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-1042,"Medical Scientists, Except Epidemiologists",Science,16466.0,16983.0,3.14,517.0,226.0,563.0,52.0,841.0,Doctoral or professional degree,133550.0,19-1042.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-1099,"Life Scientists, All Other",Science,110.0,113.0,2.73,3.0,2.0,4.0,0.0,6.0,Bachelor's degree,131800.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-2012,Physicists,Science,621.0,627.0,0.97,6.0,15.0,24.0,1.0,40.0,Doctoral or professional degree,130250.0,19-2012.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-2031,Chemists,Science,3263.0,3295.0,0.98,32.0,54.0,164.0,3.0,221.0,Bachelor's degree,128930.0,19-2031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-2032,Materials Scientists,Science,725.0,740.0,2.07,15.0,12.0,37.0,2.0,51.0,Bachelor's degree,133360.0,19-2032.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-2041,"Environmental Scientists and Specialists, Including Health",Science,2983.0,3088.0,3.52,105.0,60.0,206.0,10.0,276.0,Bachelor's degree,104760.0,19-2041.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-2042,"Geoscientists, Except Hydrologists and Geographers",Science,201.0,201.0,0.0,0.0,4.0,11.0,0.0,15.0,Bachelor's degree,133880.0,19-2042.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-2043,Hydrologists,Science,102.0,102.0,0.0,0.0,2.0,6.0,0.0,8.0,Bachelor's degree,119710.0,19-2043.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-2099,"Physical Scientists, All Other",Science,490.0,496.0,1.22,6.0,8.0,22.0,1.0,31.0,Bachelor's degree,136900.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-3011,Economists,Science,751.0,767.0,2.13,16.0,12.0,28.0,2.0,42.0,Master's degree,133270.0,19-3011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-3033,Clinical and Counseling Psychologists,Science,3549.0,3716.0,4.71,167.0,97.0,79.0,17.0,193.0,Doctoral or professional degree,124560.0,19-3033.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-3034,School Psychologists,Science,2800.0,2926.0,4.5,126.0,63.0,97.0,13.0,173.0,Master's degree,100640.0,19-3034.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-3039,"Psychologists, All Other",Science,1055.0,1119.0,6.07,64.0,40.0,30.0,6.0,76.0,Master's degree,120730.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-3041,Sociologists,Science,610.0,622.0,1.97,12.0,12.0,38.0,1.0,51.0,Master's degree,123460.0,19-3041.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-3051,Urban and Regional Planners,Science,1615.0,1683.0,4.21,68.0,30.0,88.0,7.0,125.0,Master's degree,100590.0,19-3051.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-3099,"Social Scientists and Related Workers, All Other",Science,326.0,334.0,2.45,8.0,7.0,20.0,1.0,28.0,Bachelor's degree,118840.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-4013,Food Science Technicians,Science,184.0,200.0,8.7,16.0,4.0,24.0,2.0,30.0,Associate's degree,56530.0,19-4013.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-4021,Biological Technicians,Science,8503.0,8520.0,0.2,17.0,170.0,716.0,2.0,888.0,Bachelor's degree,67420.0,19-4021.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-4031,Chemical Technicians,Science,2136.0,2134.0,-0.09,-2.0,39.0,202.0,0.0,241.0,Associate's degree,70220.0,19-4031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-4042,"Environmental Science and Protection Technicians, Including ",Science,625.0,629.0,0.64,4.0,14.0,69.0,0.0,83.0,Associate's degree,60330.0,19-4042.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-4092,Forensic Science Technicians,Science,317.0,370.0,16.72,53.0,8.0,34.0,5.0,47.0,Bachelor's degree,86260.0,19-4092.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-5011,Occupational Health and Safety Specialists,Science,3340.0,3782.0,13.23,442.0,66.0,270.0,44.0,380.0,Bachelor's degree,106540.0,19-5011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
19-5012,Occupational Health and Safety Technicians,Science,390.0,411.0,5.38,21.0,7.0,30.0,2.0,39.0,High school diploma or equivalent,73150.0,19-5012.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
21-1012,"Educational, Guidance, and Career Counselors and Advisors",Community & social service,11587.0,12375.0,6.8,788.0,400.0,526.0,79.0,1005.0,Master's degree,85660.0,21-1012.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
21-1013,Marriage and Family Therapists,Community & social service,606.0,662.0,9.24,56.0,28.0,23.0,6.0,57.0,Master's degree,80880.0,21-1013.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
21-1015,Rehabilitation Counselors,Community & social service,5659.0,5746.0,1.54,87.0,301.0,306.0,9.0,616.0,Master's degree,59030.0,21-1015.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Coun",Community & social service,19082.0,21747.0,13.97,2665.0,671.0,895.0,266.0,1832.0,Master's degree,65380.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
21-1019,"Counselors, All Other",Community & social service,410.0,465.0,13.41,55.0,17.0,22.0,6.0,45.0,Master's degree,80240.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
